Incident_SK,Incident_ID,Date_Key,Operation_Key,Limit_Key,Vendor_Key,Downtime_Minutes,MTTR_Minutes,Impacted_Txns_Count,Financial_Loss_AUD,Is_Peak_Hour,Incident_Classification,Is_Invalid_Column,Data_Quality_Case
495,INC-000485,20250525,5,5,1.0,28.2,23.5,3397,107777.54,True,Internal Infrastructure Failure,True,logging_error
496,INC-000486,20251002,1,1,3.0,13.1,14.0,607,9151.99,False,Third-Party/Vendor Outage,False,successful
497,INC-000487,20240222,3,3,2.0,0.0,0.0,353,4903.55,False,Network/Telco Failure,True,ghost_impact
498,INC-000488,20240930,1,1,5.0,3.2,4.0,426,4751.01,True,Network/Telco Failure,False,successful
499,INC-000489,20241021,1,1,2.0,1743.7,18.8,102239,1453025.13,False,Data/Logging Anomaly,True,outlier_downtime
500,INC-000490,20251216,7,7,6.0,42.7,68.8,746,16935.97,False,Third-Party/Vendor Outage,False,successful
501,INC-000491,20240504,7,7,4.0,47.5,52.0,1641,33074.74,True,Third-Party/Vendor Outage,False,successful
502,INC-000492,20251007,3,3,6.0,31.4,34.4,1819,22781.02,False,Network/Telco Failure,False,successful
503,INC-000493,20251227,3,3,1.0,0.0,0.0,304,3380.17,False,Internal Infrastructure Failure,True,ghost_impact
504,INC-000494,20240611,2,2,4.0,23.9,48.0,1355,47182.97,False,Software Deployment Bug,False,successful
505,INC-000495,20250718,1,1,5.0,14.8,26.3,1756,18215.12,True,Third-Party/Vendor Outage,False,successful
506,INC-000496,20250719,5,5,6.0,19.1,19.4,1435,60180.15,False,Third-Party/Vendor Outage,False,successful
507,INC-000497,20240405,4,4,3.0,22.2,25.7,1334,53558.4,False,Network/Telco Failure,False,successful
508,INC-000498,20240426,3,3,,4.2,5.1,280,4026.88,False,Internal Infrastructure Failure,True,missing_data
509,INC-000499,20250417,4,4,1.0,29.0,25.9,1508,53415.68,False,Internal Infrastructure Failure,True,logging_error
510,INC-000500,20240430,4,4,7.0,51.3,54.5,3100,128456.73,False,Network/Telco Failure,False,successful
511,INC-000501,20250525,3,3,5.0,34.6,1305.5,2684,32330.04,False,Software Deployment Bug,True,extended_mttr_outlier
512,INC-000502,20250605,2,2,3.0,32.2,34.5,1439,53758.56,False,Software Deployment Bug,False,successful
513,INC-000503,20250301,3,3,1.0,36.0,50.7,2803,33527.08,False,Internal Infrastructure Failure,False,successful
514,INC-000504,20250509,8,8,8.0,28.8,46.0,548,11839.59,False,Third-Party/Vendor Outage,True,duplicate_source
515,INC-000504,20250509,8,8,8.0,28.8,47.4,548,11839.59,False,Third-Party/Vendor Outage,True,duplicate_source
516,INC-000505,20240906,3,3,8.0,79.4,0.0,5375,77673.7,False,Third-Party/Vendor Outage,False,self_resolved
517,INC-000506,20250718,1,1,7.0,7.8,13.2,435,5318.45,False,Network/Telco Failure,False,successful
518,INC-000507,20250127,5,5,8.0,6.5,12.4,415,17567.66,False,Network/Telco Failure,False,successful
519,INC-000508,20250905,1,1,2.0,4.2,0.0,294,4162.49,False,Network/Telco Failure,False,self_resolved
520,INC-000509,20240312,4,4,7.0,8.2,20.8,655,27624.89,True,Software Deployment Bug,False,successful
521,INC-000510,20250228,7,7,3.0,4.7,7.0,77,1903.72,False,Software Deployment Bug,False,successful
522,INC-000511,20250603,5,5,3.0,29.2,38.1,1479,57794.73,False,Software Deployment Bug,True,duplicate_source
523,INC-000511,20250603,5,5,3.0,29.2,37.4,1479,57794.73,False,Software Deployment Bug,True,duplicate_source
524,INC-000512,20240103,4,4,6.0,33.9,58.7,1818,56579.86,False,Software Deployment Bug,False,successful
525,INC-000513,20241101,2,2,3.0,20.6,11.8,1783,66631.34,True,Third-Party/Vendor Outage,True,logging_error
526,INC-000514,20240601,7,7,2.0,48.5,1822.7,700,14701.59,False,Third-Party/Vendor Outage,True,extended_mttr_outlier
527,INC-000515,20250705,3,3,2.0,55.7,55.9,4147,50298.49,False,Third-Party/Vendor Outage,False,successful
528,INC-000516,20241219,9,9,5.0,63.7,66.6,2101,29225.49,True,Software Deployment Bug,False,successful
529,INC-000517,20250719,1,1,7.0,11.0,16.9,770,10659.95,False,Third-Party/Vendor Outage,False,successful
530,INC-000518,20250411,3,3,8.0,27.1,33.1,1467,21273.43,False,Software Deployment Bug,False,successful
531,INC-000519,20240712,1,1,1.0,14.6,32.9,973,13603.98,False,Internal Infrastructure Failure,False,successful
532,INC-000520,20251215,8,8,7.0,31.8,38.4,785,18421.99,True,Network/Telco Failure,False,successful
533,INC-000521,20250808,6,6,3.0,48.5,0.0,3797,151891.18,True,Third-Party/Vendor Outage,False,self_resolved
534,INC-000522,20240827,5,5,1.0,3.4,2.1,207,7034.03,False,Internal Infrastructure Failure,True,logging_error
535,INC-000523,20250224,5,5,1.0,-21.2,32.0,0,0.0,False,Data/Logging Anomaly,True,negative_downtime
536,INC-000524,20240214,3,3,8.0,9.8,4.4,491,5782.17,False,Software Deployment Bug,True,logging_error
537,INC-000525,20250429,4,4,7.0,8.8,11.6,708,28253.07,True,Third-Party/Vendor Outage,False,successful
538,INC-000526,20250130,5,5,3.0,8.6,30.3,411,15080.36,False,Network/Telco Failure,False,successful
539,INC-000527,20250522,1,1,4.0,0.0,13.5,0,0.0,False,Third-Party/Vendor Outage,True,false_alert
540,INC-000528,20240509,6,6,8.0,16.8,299.8,1921,70252.61,True,Software Deployment Bug,True,extended_mttr_outlier
541,INC-000529,20240412,10,10,8.0,18.8,31.9,370,8367.26,True,Third-Party/Vendor Outage,False,successful
542,INC-000530,20240412,2,2,1.0,23.1,25.7,1617,67427.45,False,Internal Infrastructure Failure,False,successful
543,INC-000531,20250622,5,5,6.0,9.5,60.0,449,13472.54,False,Third-Party/Vendor Outage,False,successful
544,INC-000532,20240116,5,5,2.0,11.9,14.9,522,15124.88,False,Network/Telco Failure,False,successful
545,INC-000533,20250223,4,4,3.0,-38.4,59.9,0,0.0,False,Data/Logging Anomaly,True,negative_downtime
546,INC-000534,20240317,1,1,3.0,63.2,66.8,2895,38512.89,False,Third-Party/Vendor Outage,False,successful
547,INC-000535,20240928,5,5,7.0,14.8,19.6,659,21110.73,False,Software Deployment Bug,False,successful
548,INC-000536,20250930,8,8,4.0,4.6,0.0,85,2089.22,False,Third-Party/Vendor Outage,False,self_resolved
549,INC-000537,20251027,4,4,6.0,15.3,25.9,1482,47819.82,True,Third-Party/Vendor Outage,False,successful
550,INC-000538,20241202,2,2,7.0,45.4,45.4,3744,150194.45,True,Third-Party/Vendor Outage,False,successful
551,INC-000539,20241120,5,5,8.0,1974.3,42.3,112898,3563691.98,False,Data/Logging Anomaly,True,outlier_downtime
552,INC-000540,20250708,1,1,5.0,-13.4,32.1,0,0.0,True,Data/Logging Anomaly,True,negative_downtime
553,INC-000541,20250924,5,5,5.0,0.0,13.1,0,0.0,False,Third-Party/Vendor Outage,True,false_alert
554,INC-000542,20240828,3,3,4.0,16.0,16.4,1606,21616.88,True,Software Deployment Bug,False,successful
555,INC-000543,20240820,5,5,8.0,425.9,8.5,44528,1266320.96,True,Data/Logging Anomaly,True,outlier_downtime
556,INC-000544,20250320,3,3,4.0,79.4,101.0,4540,61631.96,False,Third-Party/Vendor Outage,False,successful
557,INC-000545,20251010,7,7,1.0,15.6,26.6,280,6456.72,False,Internal Infrastructure Failure,False,successful
558,INC-000546,20251221,2,2,8.0,38.9,42.6,2757,91915.78,False,Third-Party/Vendor Outage,False,successful
559,INC-000547,20250330,2,2,8.0,26.8,30.8,1791,60490.13,False,Network/Telco Failure,False,successful
560,INC-000548,20251211,7,7,2.0,7.7,13.3,140,2640.93,False,Software Deployment Bug,False,successful
561,INC-000549,20240130,3,3,3.0,14.3,0.0,639,8816.77,False,Third-Party/Vendor Outage,False,self_resolved
562,INC-000550,20241128,1,1,8.0,0.0,15.0,0,0.0,False,Third-Party/Vendor Outage,True,false_alert
563,INC-000551,20241027,5,5,4.0,37.9,14.5,2202,88080.92,False,Software Deployment Bug,True,logging_error
564,INC-000552,20250118,4,4,3.0,8111.4,62.1,969115,37846058.64,True,Data/Logging Anomaly,True,outlier_downtime
565,INC-000553,20240529,5,5,4.0,24.5,25.1,1190,43640.34,False,Network/Telco Failure,False,successful
566,INC-000554,20250627,5,5,8.0,54.9,60.2,6839,235682.01,True,Third-Party/Vendor Outage,False,successful
567,INC-000555,20250802,3,3,4.0,7.9,33.5,406,4152.22,False,Network/Telco Failure,False,successful
568,INC-000556,20240623,2,2,1.0,37.1,40.1,1572,60105.41,False,Internal Infrastructure Failure,False,successful
569,INC-000557,20240628,6,6,1.0,17.3,18.8,1294,46758.04,False,Internal Infrastructure Failure,False,successful
570,INC-000558,20240321,6,6,7.0,67.1,68.2,3457,144194.27,False,Third-Party/Vendor Outage,False,successful
571,INC-000559,20250926,6,6,2.0,40.8,47.8,3926,151008.2,True,Network/Telco Failure,False,successful
572,INC-000560,20250524,6,6,8.0,46.2,51.1,2342,83130.36,False,Network/Telco Failure,False,successful
573,INC-000561,20240825,3,3,4.0,11.6,43.5,618,7685.6,False,Third-Party/Vendor Outage,False,successful
574,INC-000562,20251015,4,4,5.0,18.5,20.1,1137,34554.38,False,Software Deployment Bug,False,successful
575,INC-000563,20250415,9,9,7.0,9.4,13.6,131,2005.52,False,Software Deployment Bug,False,successful
576,INC-000564,20251113,2,2,2.0,3.3,9.7,343,12330.08,True,Third-Party/Vendor Outage,False,successful
577,INC-000565,20250421,2,2,8.0,15.9,16.3,861,30297.02,False,Software Deployment Bug,False,successful
578,INC-000566,20251124,8,8,5.0,46.7,0.0,1005,24308.65,True,Network/Telco Failure,False,self_resolved
579,INC-000567,20240316,9,9,1.0,92.7,113.4,2931,36004.83,True,Internal Infrastructure Failure,True,duplicate_source
580,INC-000567,20240316,9,9,1.0,92.7,113.0,2931,36004.83,True,Internal Infrastructure Failure,True,duplicate_source
581,INC-000568,20250328,3,3,1.0,33.6,50.2,1775,18986.66,False,Internal Infrastructure Failure,False,successful
582,INC-000569,20241219,5,5,8.0,20.3,23.0,2642,101039.23,True,Software Deployment Bug,False,successful
583,INC-000570,20251016,1,1,5.0,25.4,26.5,1317,18661.98,False,Third-Party/Vendor Outage,False,successful
584,INC-000571,20251207,9,9,7.0,35.4,37.9,672,9999.3,True,Software Deployment Bug,False,successful
585,INC-000572,20250412,5,5,3.0,39.9,50.8,2015,60353.76,False,Software Deployment Bug,False,successful
586,INC-000573,20240722,5,5,6.0,9.9,18.4,1354,45744.06,True,Third-Party/Vendor Outage,False,successful
587,INC-000574,20250509,4,4,4.0,20.9,14.4,887,27677.95,False,Third-Party/Vendor Outage,True,logging_error
588,INC-000575,20240830,1,1,8.0,16.3,0.0,1001,14131.91,False,Third-Party/Vendor Outage,False,self_resolved
589,INC-000576,20250808,3,3,4.0,15.1,17.9,723,8520.99,False,Software Deployment Bug,False,successful
590,INC-000577,20250811,6,6,4.0,5.2,35.0,297,11099.34,False,Software Deployment Bug,False,successful
591,INC-000578,20251217,6,6,2.0,9.3,0.0,412,15792.05,False,Software Deployment Bug,False,self_resolved
592,INC-000579,20240123,3,3,1.0,5.1,9.7,556,6315.36,True,Internal Infrastructure Failure,False,successful
593,INC-000580,20251105,8,8,6.0,13.9,0.0,356,7368.5,True,Third-Party/Vendor Outage,False,self_resolved
594,INC-000581,20241008,1,1,4.0,3.5,21.7,316,3521.35,True,Third-Party/Vendor Outage,False,successful
595,INC-000582,20250802,5,5,8.0,0.0,0.0,341,10479.45,False,Third-Party/Vendor Outage,True,ghost_impact
596,INC-000583,20250912,4,4,8.0,11.5,56.3,735,,False,Third-Party/Vendor Outage,True,missing_data
597,INC-000584,20241020,8,8,2.0,40.5,40.8,742,15926.41,False,Network/Telco Failure,False,successful
598,INC-000585,20250913,4,4,6.0,4.9,0.0,597,18983.38,True,Software Deployment Bug,False,self_resolved
599,INC-000586,20240812,6,6,1.0,10.0,11.9,601,24511.78,False,Internal Infrastructure Failure,False,successful
600,INC-000587,20251013,3,3,3.0,14.8,18.0,1117,16290.94,False,Network/Telco Failure,True,missing_data
601,INC-000588,20250927,1,1,3.0,31.1,39.7,2348,32466.36,False,Software Deployment Bug,False,successful
602,INC-000589,20251125,3,3,6.0,17.9,18.2,2312,31814.08,True,Network/Telco Failure,False,successful
603,INC-000590,20251005,8,8,8.0,9.4,7.5,284,6929.67,True,Third-Party/Vendor Outage,True,logging_error
604,INC-000591,20251004,5,5,2.0,39.6,50.2,1824,70562.96,False,Third-Party/Vendor Outage,False,successful
605,INC-000592,20241112,8,8,3.0,30.0,0.0,395,8240.06,False,Third-Party/Vendor Outage,False,self_resolved
606,INC-000593,20240204,9,9,2.0,29.9,0.0,445,5704.46,False,Software Deployment Bug,False,self_resolved
607,INC-000594,20240514,7,7,2.0,51.0,64.3,707,14322.25,False,Third-Party/Vendor Outage,True,duplicate_source
608,INC-000594,20240514,7,7,2.0,51.0,63.5,707,14322.25,False,Third-Party/Vendor Outage,True,duplicate_source
609,INC-000595,20241029,2,2,7.0,12.0,0.0,1071,34917.5,True,Software Deployment Bug,False,self_resolved
610,INC-000596,20250301,8,8,2.0,46.4,53.1,552,13173.37,False,Network/Telco Failure,False,successful
611,INC-000597,20240724,5,5,8.0,19.5,36.9,1438,59170.14,False,Network/Telco Failure,False,successful
612,INC-000598,20250706,1,1,8.0,34.0,42.2,2019,27197.3,False,Software Deployment Bug,False,successful
613,INC-000599,20250627,1,1,2.0,27.3,0.0,1615,20918.62,False,Software Deployment Bug,False,self_resolved
614,INC-000600,20240617,5,5,4.0,48.0,0.0,2607,102484.78,False,Software Deployment Bug,False,self_resolved
615,INC-000601,20250508,8,8,6.0,4.2,26.4,64,1452.48,False,Software Deployment Bug,False,successful
616,INC-000602,20241212,1,1,4.0,49.8,52.2,3769,49713.41,False,Third-Party/Vendor Outage,False,successful
617,INC-000603,20250424,6,6,2.0,29.1,41.8,2212,77233.79,True,Third-Party/Vendor Outage,False,successful
618,INC-000604,20240524,1,1,8.0,6.4,0.0,749,7548.18,True,Network/Telco Failure,False,self_resolved
619,INC-000605,20251123,2,2,1.0,16.7,0.0,1186,36841.96,False,Internal Infrastructure Failure,False,self_resolved
620,INC-000606,20251121,3,3,3.0,6.9,15.9,489,7186.11,False,Third-Party/Vendor Outage,False,successful
621,INC-000607,20250724,4,4,3.0,6.0,0.0,618,19645.08,True,Software Deployment Bug,False,self_resolved
622,INC-000608,20240402,2,2,1.0,30.5,39.1,2864,95885.28,True,Internal Infrastructure Failure,False,successful
623,INC-000609,20250208,6,6,3.0,24.9,18.7,2588,107022.66,True,Third-Party/Vendor Outage,True,logging_error
624,INC-000610,20240927,3,3,5.0,20.5,22.5,2416,31933.86,True,Third-Party/Vendor Outage,False,successful
625,INC-000611,20250410,9,9,5.0,11.4,0.0,158,2509.73,False,Software Deployment Bug,False,self_resolved
626,INC-000612,20251119,4,4,6.0,8.7,14.5,1187,48544.76,True,Software Deployment Bug,False,successful
627,INC-000613,20250821,3,3,8.0,21.1,21.9,1200,13486.61,False,Third-Party/Vendor Outage,False,successful
628,INC-000614,20251015,2,2,7.0,4.5,9.5,288,11542.36,False,Software Deployment Bug,False,successful
629,INC-000615,20240420,1,1,5.0,6.2,13.0,408,5800.37,False,Network/Telco Failure,False,successful
630,INC-000616,20250427,3,3,7.0,43.8,61.6,4831,60355.82,True,Third-Party/Vendor Outage,False,successful
631,INC-000617,20250926,3,3,6.0,18.0,28.5,1368,16823.56,False,Software Deployment Bug,False,successful
632,INC-000618,20250916,7,7,6.0,17.8,0.0,228,5785.88,False,Network/Telco Failure,False,self_resolved
633,INC-000619,20251025,2,2,2.0,14.0,8.3,1857,63128.99,True,Third-Party/Vendor Outage,True,logging_error
634,INC-000620,20251012,1,1,4.0,26.0,36.0,2099,30184.52,True,Third-Party/Vendor Outage,False,successful
635,INC-000621,20251218,7,7,7.0,9.7,10.7,146,3252.22,False,Software Deployment Bug,False,successful
636,INC-000622,20251026,4,4,8.0,24.6,35.0,1280,53275.69,False,Third-Party/Vendor Outage,False,successful
637,INC-000623,20240429,5,5,1.0,22.4,10.2,3118,126907.02,True,Internal Infrastructure Failure,True,logging_error
638,INC-000624,20240523,1,1,4.0,6.9,0.0,514,6338.11,False,Third-Party/Vendor Outage,False,self_resolved
639,INC-000625,20240208,9,9,4.0,16.0,7.8,237,3218.31,False,Software Deployment Bug,True,logging_error
640,INC-000626,20250519,3,3,,24.7,27.1,1664,18982.24,False,Internal Infrastructure Failure,True,missing_data
641,INC-000627,20240428,10,10,5.0,27.6,42.4,388,8519.74,False,Third-Party/Vendor Outage,False,successful
642,INC-000628,20240828,3,3,3.0,0.0,0.0,130,1501.4,False,Network/Telco Failure,True,ghost_impact
643,INC-000629,20250201,2,2,5.0,37.8,38.6,4952,164162.55,True,Third-Party/Vendor Outage,False,successful
644,INC-000630,20250114,10,10,1.0,-10.0,15.1,0,0.0,False,Data/Logging Anomaly,True,negative_downtime
645,INC-000631,20251117,6,6,6.0,11.7,0.0,1536,45947.28,True,Third-Party/Vendor Outage,False,self_resolved
646,INC-000632,20250824,3,3,7.0,9.1,10.2,404,4721.45,False,Network/Telco Failure,False,successful
647,INC-000633,20250228,5,5,5.0,32.5,27.2,1889,67746.21,False,Third-Party/Vendor Outage,True,logging_error
648,INC-000634,20250516,7,7,3.0,54.9,55.6,670,14708.53,False,Third-Party/Vendor Outage,False,successful
649,INC-000635,20241013,6,6,5.0,15.3,17.1,1019,,False,Third-Party/Vendor Outage,True,missing_data
650,INC-000636,20251207,6,6,5.0,0.0,0.0,396,14853.25,True,Software Deployment Bug,True,ghost_impact
651,INC-000637,20240810,1,1,4.0,21.4,28.0,2714,28281.25,True,Third-Party/Vendor Outage,False,successful
652,INC-000638,20250331,5,5,7.0,13.3,0.0,1013,28979.37,False,Network/Telco Failure,False,self_resolved
653,INC-000639,20250106,9,9,4.0,663.6,11.0,21894,244644.67,True,Data/Logging Anomaly,True,outlier_downtime
654,INC-000640,20251203,5,5,7.0,39.0,39.9,4513,168265.96,True,Software Deployment Bug,False,successful
655,INC-000641,20250711,2,2,2.0,24.5,27.8,3425,121496.71,True,Software Deployment Bug,False,successful
656,INC-000642,20240303,3,3,3.0,11.4,20.4,1288,12997.69,True,Third-Party/Vendor Outage,False,successful
657,INC-000643,20241009,3,3,4.0,16.9,33.5,1306,18730.36,False,Network/Telco Failure,True,missing_data
658,INC-000644,20240505,3,3,7.0,5.3,23.5,327,3799.71,False,Third-Party/Vendor Outage,False,successful
659,INC-000645,20240403,5,5,3.0,29.7,42.3,2539,97284.25,True,Network/Telco Failure,False,successful
660,INC-000646,20251019,1,1,2.0,38.2,2157.0,2950,29638.81,False,Third-Party/Vendor Outage,True,extended_mttr_outlier
661,INC-000647,20240221,4,4,3.0,3.8,111.7,241,8891.21,False,Software Deployment Bug,True,extended_mttr_outlier
662,INC-000648,20240906,6,6,8.0,6.9,0.0,298,9141.23,False,Network/Telco Failure,False,self_resolved
663,INC-000649,20250801,2,2,5.0,4.7,10.4,314,9196.5,False,Network/Telco Failure,False,successful
664,INC-000650,20240311,6,6,1.0,17.4,23.2,1456,53310.72,True,Internal Infrastructure Failure,False,successful
665,INC-000651,20250721,10,10,4.0,23.4,27.4,555,13517.06,True,Network/Telco Failure,False,successful
666,INC-000652,20250823,7,7,8.0,29.8,0.0,832,19856.17,True,Network/Telco Failure,False,self_resolved
667,INC-000653,20240826,2,2,3.0,17.7,22.7,1266,39107.22,False,Software Deployment Bug,True,missing_data
668,INC-000654,20240531,10,10,1.0,0.0,0.0,241,4236.42,False,Internal Infrastructure Failure,True,ghost_impact
669,INC-000655,20250902,3,3,7.0,3.2,11.1,209,3094.4,False,Third-Party/Vendor Outage,False,successful
670,INC-000656,20241010,4,4,6.0,13.8,15.3,865,29732.49,False,Network/Telco Failure,False,successful
671,INC-000657,20240513,2,2,5.0,10.6,0.0,624,26187.94,False,Software Deployment Bug,False,self_resolved
672,INC-000658,20240627,10,10,5.0,46.0,71.1,689,17519.45,False,Third-Party/Vendor Outage,False,successful
673,INC-000659,20251107,4,4,3.0,12.3,59.1,1536,64007.02,True,Third-Party/Vendor Outage,False,successful
674,INC-000660,20240514,3,3,7.0,6.1,9.1,850,9530.6,True,Third-Party/Vendor Outage,False,successful
675,INC-000661,20250101,2,2,7.0,27.3,0.0,2190,84678.41,True,Network/Telco Failure,False,self_resolved
676,INC-000662,20250825,4,4,7.0,10.2,28.3,1254,51614.12,True,Software Deployment Bug,False,successful
677,INC-000663,20240117,6,6,8.0,25.4,49.9,1349,50311.26,False,Network/Telco Failure,False,successful
678,INC-000664,20240928,1,1,7.0,36.5,37.9,2176,22973.11,False,Third-Party/Vendor Outage,False,successful
679,INC-000665,20240509,3,3,7.0,-6.2,11.3,0,0.0,True,Data/Logging Anomaly,True,negative_downtime
680,INC-000666,20250622,10,10,2.0,27.1,1249.0,476,8709.56,False,Third-Party/Vendor Outage,True,extended_mttr_outlier
681,INC-000667,20240306,10,10,8.0,14.8,20.1,342,6729.55,True,Third-Party/Vendor Outage,False,successful
682,INC-000668,20250404,4,4,4.0,25.2,0.0,1883,53928.3,False,Software Deployment Bug,False,self_resolved
683,INC-000669,20250609,6,6,3.0,40.4,0.0,1882,76544.48,False,Third-Party/Vendor Outage,False,self_resolved
684,INC-000670,20250407,3,3,2.0,14.7,0.0,1497,19499.34,True,Network/Telco Failure,False,self_resolved
685,INC-000671,20250921,5,5,2.0,1834.0,37.7,136443,4716573.62,False,Data/Logging Anomaly,True,outlier_downtime
686,INC-000672,20251105,3,3,1.0,7.2,0.0,705,7132.86,True,Internal Infrastructure Failure,False,self_resolved
687,INC-000673,20250617,6,6,2.0,20.0,9.7,944,36770.31,False,Software Deployment Bug,True,logging_error
688,INC-000674,20250414,5,5,2.0,14.9,0.0,1008,40658.83,False,Third-Party/Vendor Outage,False,self_resolved
689,INC-000675,20240303,4,4,7.0,56.2,96.1,2831,119124.8,False,Third-Party/Vendor Outage,False,successful
690,INC-000676,20250215,1,1,4.0,0.0,0.0,146,2005.92,False,Third-Party/Vendor Outage,True,ghost_impact
691,INC-000677,20251203,6,6,4.0,-20.8,44.3,0,0.0,False,Data/Logging Anomaly,True,negative_downtime
692,INC-000678,20250517,3,3,2.0,5.1,15.2,250,3000.85,False,Third-Party/Vendor Outage,False,successful
693,INC-000679,20240316,5,5,7.0,1413.7,15.8,152494,5493894.14,True,Data/Logging Anomaly,True,outlier_downtime
694,INC-000680,20241125,6,6,1.0,3.8,5.3,240,7313.52,False,Internal Infrastructure Failure,False,successful
695,INC-000681,20250914,8,8,2.0,11.3,12.0,254,4736.55,True,Network/Telco Failure,False,successful
696,INC-000682,20240308,5,5,6.0,56.9,61.2,3106,116223.8,False,Network/Telco Failure,False,successful
697,INC-000683,20241008,5,5,1.0,39.1,0.0,3689,138594.93,True,Internal Infrastructure Failure,False,self_resolved
698,INC-000684,20251001,8,8,3.0,33.8,35.8,473,11963.05,False,Software Deployment Bug,False,successful
699,INC-000685,20250125,3,3,6.0,86.4,89.0,5022,53339.07,False,Software Deployment Bug,False,successful
700,INC-000686,20250409,3,3,4.0,5.4,6.5,345,3752.32,False,Third-Party/Vendor Outage,False,successful
701,INC-000687,20240411,2,2,1.0,32.4,33.4,1656,53103.38,False,Internal Infrastructure Failure,False,successful
702,INC-000688,20251219,1,1,2.0,3.8,9.9,205,2160.75,False,Third-Party/Vendor Outage,False,successful
703,INC-000689,20251101,6,6,3.0,17.0,22.5,767,29286.64,False,Network/Telco Failure,False,successful
704,INC-000690,20250316,1,1,1.0,17.2,28.7,1020,15202.17,False,Internal Infrastructure Failure,False,successful
705,INC-000691,20250407,7,7,7.0,5.0,5.3,80,1554.15,False,Network/Telco Failure,False,successful
706,INC-000692,20250227,6,6,1.0,9.7,13.1,1186,42075.86,True,Internal Infrastructure Failure,False,successful
707,INC-000693,20241213,1,1,3.0,3.2,3.9,280,3503.53,True,Third-Party/Vendor Outage,False,successful
708,INC-000694,20250212,5,5,8.0,117.7,122.1,5387,187561.02,False,Third-Party/Vendor Outage,False,successful
709,INC-000695,20240407,7,7,7.0,28.9,37.0,881,16181.19,True,Software Deployment Bug,False,successful
710,INC-000696,20250313,9,9,4.0,22.4,27.1,242,3484.35,False,Software Deployment Bug,False,successful
711,INC-000697,20251112,6,6,5.0,0.0,0.0,225,6463.43,True,Software Deployment Bug,True,ghost_impact
712,INC-000698,20250118,4,4,7.0,24.7,32.8,1529,64749.87,False,Network/Telco Failure,False,successful
713,INC-000699,20251204,6,6,3.0,5.6,0.0,409,16432.63,False,Third-Party/Vendor Outage,False,self_resolved
714,INC-000700,20240309,4,4,5.0,31.6,32.5,2691,105895.89,True,Third-Party/Vendor Outage,False,successful
715,INC-000701,20240328,6,6,7.0,-9.8,11.7,0,0.0,True,Data/Logging Anomaly,True,negative_downtime
716,INC-000702,20250318,3,3,4.0,12.2,24.5,792,10565.6,False,Third-Party/Vendor Outage,False,successful
717,INC-000703,20250116,6,6,4.0,4.8,9.3,258,9975.46,False,Network/Telco Failure,False,successful
718,INC-000704,20250723,3,3,6.0,42.7,0.0,2851,35514.31,False,Third-Party/Vendor Outage,False,self_resolved
719,INC-000705,20250823,5,5,1.0,13.3,8.5,581,16886.24,False,Internal Infrastructure Failure,True,logging_error
720,INC-000706,20250729,6,6,8.0,22.1,24.8,994,29031.01,False,Software Deployment Bug,False,successful
721,INC-000707,20251117,1,1,4.0,19.8,20.7,1193,16558.74,False,Third-Party/Vendor Outage,False,successful
722,INC-000708,20250224,1,1,3.0,31.0,31.9,2123,23115.88,False,Software Deployment Bug,False,successful
723,INC-000709,20251112,3,3,5.0,70.3,76.1,4337,44092.37,False,Third-Party/Vendor Outage,False,successful
724,INC-000710,20240222,5,5,6.0,32.4,13.2,2322,75231.66,False,Software Deployment Bug,True,logging_error
725,INC-000711,20250906,3,3,8.0,32.7,45.0,2224,24300.32,False,Software Deployment Bug,False,successful
726,INC-000712,20241226,4,4,5.0,8.6,16.2,495,14586.09,False,Third-Party/Vendor Outage,True,duplicate_source
727,INC-000712,20241226,4,4,5.0,8.6,17.0,495,14586.09,False,Third-Party/Vendor Outage,True,duplicate_source
728,INC-000713,20250814,4,4,5.0,37.5,40.6,1757,57059.41,False,Network/Telco Failure,False,successful
729,INC-000714,20240607,6,6,6.0,3.9,11.7,220,8255.38,False,Third-Party/Vendor Outage,False,successful
730,INC-000715,20240817,2,2,4.0,14.8,22.2,1128,,False,Third-Party/Vendor Outage,True,missing_data
731,INC-000716,20241224,6,6,8.0,17.4,25.1,855,35934.33,False,Software Deployment Bug,False,successful
732,INC-000717,20240427,6,6,8.0,18.1,19.3,870,26589.86,False,Software Deployment Bug,False,successful
733,INC-000718,20250810,5,5,7.0,8.4,13.9,514,17053.61,False,Network/Telco Failure,False,successful
734,INC-000719,20250315,2,2,7.0,28.6,32.8,2373,89837.78,True,Third-Party/Vendor Outage,False,successful
735,INC-000720,20250915,6,6,2.0,20.8,35.6,1027,41259.02,False,Software Deployment Bug,False,successful
736,INC-000721,20240130,2,2,3.0,29.5,50.4,1495,54503.05,False,Network/Telco Failure,False,successful
737,INC-000722,20241006,1,1,1.0,19.7,0.0,1105,12854.2,False,Internal Infrastructure Failure,False,self_resolved
738,INC-000723,20251220,4,4,2.0,60.9,65.7,3362,96091.24,False,Software Deployment Bug,False,successful
739,INC-000724,20241213,4,4,7.0,57.2,62.6,2812,91766.3,False,Software Deployment Bug,False,successful
740,INC-000725,20240107,5,5,6.0,103.3,105.7,7210,248158.09,False,Network/Telco Failure,False,successful
741,INC-000726,20240526,2,2,4.0,34.3,0.0,3092,91101.84,True,Third-Party/Vendor Outage,False,self_resolved
742,INC-000727,20240312,10,10,3.0,44.2,54.7,707,17061.12,False,Network/Telco Failure,False,successful
